With Text Processing,,,,,,,,,,,,,,,,,,
,Are there any internship opportunities available?,internship,0.636706596,0.651526795,0.608357689,0.016110818,5,0.135279948,1,259,1999,22,FALSE,FALSE,0,0.185483871,86.92,Yes
,,,,,,,,,,,,,,,,,,
Sub-queries,,,,,,,,,,,,,,,,,,
,question,category,retrieval_avg_similarity,retrieval_max_similarity,retrieval_min_similarity,retrieval_std_similarity,retrieval_num_docs,retrieval_diversity,keyword_coverage,length_word_count,length_char_count,length_sentence_count,hallucination_has_uncertainty,hallucination_has_hedging,hallucination_uncertainty_count,context_utilization,Query time (s),Successful?
,What is the potential career path after studying in BEng Scheme in EE?,career,0.61544066,0.639823449,0.595331997,0.018413282,3,0.084077642,0.75,624,5278,76,FALSE,FALSE,0,0.111842105,326.99,Yes
,How can I apply for residential hall in the PolyU?,facility,0.692195011,0.708116131,0.666061577,0.018625518,3,0.176526366,0.5,97,727,13,FALSE,FALSE,0,0.080882353,197.84,Yes
,What courses are offered in the first year in Master of Science in EIE?,curriculum,0.592721073,0.610915839,0.563853699,0.020642023,3,0.076139115,0.5,85,786,11,FALSE,FALSE,0,0.037593985,395.18,No
,I am a year 3 student studying in BSc Information Security. What should I do if I failed a subject?,academic,0.504480974,0.529947651,0.46248778,0.02991714,3,0.230890773,0,287,2604,59,FALSE,FALSE,0,0.1,282.92,Partial
,Are there any internship opportunities available?,internship,0.58603471,0.647803895,0.489900137,0.068891868,3,0.233784584,0.5,76,986,20,FALSE,FALSE,0,0.079545455,152.92,Yes
,,,,,,,,,,,,,,,,,,
Semantic routing,,,,,,,,,,,,,,,,,,
,question,category,retrieval_avg_similarity,retrieval_max_similarity,retrieval_min_similarity,retrieval_std_similarity,retrieval_num_docs,retrieval_diversity,keyword_coverage,length_word_count,length_char_count,length_sentence_count,hallucination_has_uncertainty,hallucination_has_hedging,hallucination_uncertainty_count,context_utilization,Query time (s),Successful?
,What is the potential career path after studying in BEng Scheme in EE?,career,0.653879459,0.661974396,0.649471755,0.004546321,5,0.118749846,0.5,581,4204,53,TRUE,FALSE,2,0.259259259,78.54,Yes
,How can I apply for residential hall in the PolyU?,facility,0.71250055,0.735385237,0.702407326,0.011933159,5,0.140172229,0.75,466,3513,52,TRUE,TRUE,2,0.281553398,83.96,Yes
,What courses are offered in the first year in Master of Science in EIE?,curriculum,0.705386723,0.712420886,0.700796211,0.004204343,5,0.066556298,0.75,620,4200,34,TRUE,FALSE,2,0.311557789,100.33,Yes
,I am a year 3 student studying in BSc Information Security. What should I do if I failed a subject?,academic,0.644259571,0.684621886,0.631013919,0.020302831,5,0.225223929,0.5,408,2721,30,TRUE,TRUE,4,0.213333333,57.01,Yes
,Are there any internship opportunities available?,internship,0.644896797,0.651526795,0.63752751,0.004977821,5,0.02765232,0.75,305,2432,34,TRUE,FALSE,4,0.307692308,45.85,Yes
